Date,AAPL,CRM,FB,GOOG,HD,KO,LOW,MCD,MSFT,NKE,SBUX,TGT,TSLA,TWTR
2015-02-05,29.985000610351562,59.2599983215332,75.61499786376953,526.135498046875,108.98999786376953,41.790000915527344,71.47000122070312,94.33999633789062,42.45000076293945,46.66999816894531,44.81999969482422,75.94999694824219,44.198001861572266,41.2599983215332
2015-02-06,29.732500076293945,59.16999816894531,74.47000122070312,529.546142578125,109.04000091552734,41.45000076293945,71.9000015258789,93.98999786376953,42.40999984741211,45.89500045776367,44.5,76.36000061035156,43.47200012207031,48.0099983215332
2015-02-09,29.93000030517578,57.97999954223633,74.44000244140625,526.3848266601562,108.33999633789062,41.22999954223633,70.94999694824219,92.72000122070312,42.36000061035156,45.584999084472656,44.40999984741211,75.38999938964844,43.49599838256836,47.31999969482422
2015-02-10,30.5049991607666,58.790000915527344,75.19000244140625,535.4698486328125,110.66999816894531,42.400001525878906,71.76000213623047,94.0199966430664,42.599998474121094,46.375,45.59000015258789,76.6500015258789,43.257999420166016,46.2599983215332
2015-02-11,31.219999313354492,58.79999923706055,76.51000213623047,534.5025024414062,110.30999755859375,42.369998931884766,71.43000030517578,94.20999908447266,42.380001068115234,45.654998779296875,45.39500045776367,76.41999816894531,42.560001373291016,47.5
2015-02-12,31.614999771118164,61.2599983215332,76.2300033569336,541.4434814453125,112.16000366210938,42.16999816894531,72.19000244140625,95.08999633789062,43.09000015258789,46.0,45.915000915527344,76.87000274658203,40.57600021362305,47.95000076293945
2015-02-13,31.770000457763672,62.849998474121094,75.73999786376953,547.5068359375,111.88999938964844,41.9900016784668,72.05000305175781,95.6500015258789,43.869998931884766,46.02000045776367,45.790000915527344,76.12000274658203,40.75400161743164,48.5
2015-02-17,31.957500457763672,62.06999969482422,75.5999984741211,541.3536987304688,112.0,41.810001373291016,72.47000122070312,94.3499984741211,43.58000183105469,45.93000030517578,46.01499938964844,76.63999938964844,40.869998931884766,48.029998779296875
2015-02-18,32.18000030517578,63.0,76.70999908447266,538.2222900390625,111.98999786376953,41.72999954223633,72.5199966430664,94.58000183105469,43.529998779296875,46.810001373291016,46.5,77.3499984741211,40.891998291015625,47.81999969482422
2015-02-19,32.11249923706055,62.810001373291016,79.41999816894531,541.3836059570312,110.94000244140625,42.11000061035156,72.29000091552734,94.19000244140625,43.5,46.849998474121094,46.584999084472656,76.68000030517578,42.34199905395508,48.70000076293945
2015-02-20,32.375,63.7400016784668,79.8949966430664,537.474365234375,112.23999786376953,41.970001220703125,73.55999755859375,94.19000244140625,43.86000061035156,47.46500015258789,46.755001068115234,76.87000274658203,43.422000885009766,49.11000061035156
2015-02-23,33.25,62.58000183105469,78.83999633789062,530.45361328125,112.27999877929688,41.849998474121094,73.7300033569336,94.30999755859375,44.150001525878906,47.505001068115234,46.790000915527344,76.69000244140625,41.46799850463867,48.470001220703125
2015-02-24,33.04249954223633,61.93000030517578,78.44999694824219,534.6221923828125,116.75,42.130001068115234,74.6500015258789,94.9800033569336,44.09000015258789,47.709999084472656,46.724998474121094,76.94999694824219,40.821998596191406,48.689998626708984
2015-02-25,32.1974983215332,62.869998931884766,79.55999755859375,542.3809204101562,116.30999755859375,42.04999923706055,74.43000030517578,98.66000366210938,43.9900016784668,48.40999984741211,47.130001068115234,77.1500015258789,40.75199890136719,48.54999923706055
2015-02-26,32.60499954223633,70.23999786376953,80.41000366210938,553.9591064453125,115.37999725341797,42.459999084472656,74.0999984741211,99.51000213623047,44.060001373291016,48.494998931884766,47.275001525878906,76.9000015258789,41.4379997253418,49.40999984741211
2015-02-27,32.1150016784668,69.37999725341797,78.97000122070312,556.87109375,114.75,43.29999923706055,74.08999633789062,98.9000015258789,43.849998474121094,48.560001373291016,46.744998931884766,76.83000183105469,40.667999267578125,48.08000183105469
2015-03-02,32.272499084472656,68.45999908447266,79.75,569.7756958007812,116.12000274658203,43.20000076293945,75.08999633789062,100.0,43.880001068115234,49.375,47.1150016784668,77.68000030517578,39.465999603271484,48.150001525878906
2015-03-03,32.34000015258789,66.94999694824219,79.5999984741211,572.0693969726562,116.06999969482422,42.95000076293945,75.01000213623047,99.73999786376953,43.279998779296875,48.98500061035156,47.0,78.0,39.9119987487793,47.709999084472656
2015-03-04,32.1349983215332,64.87999725341797,80.8949966430664,571.8001098632812,114.76000213623047,42.5,74.0199966430664,100.25,43.060001373291016,48.7599983215332,46.529998779296875,77.72000122070312,40.487998962402344,47.56999969482422
2015-03-05,31.602500915527344,65.58999633789062,81.20999908447266,573.7547607421875,115.91000366210938,42.400001525878906,74.55999755859375,99.11000061035156,43.11000061035156,49.22999954223633,46.814998626708984,78.19999694824219,40.125999450683594,47.349998474121094
2015-03-06,31.649999618530273,64.55999755859375,80.00499725341797,566.1306762695312,114.44999694824219,41.52000045776367,73.51000213623047,97.12999725341797,42.36000061035156,48.45500183105469,46.11000061035156,77.20999908447266,38.7760009765625,46.75
2015-03-09,31.78499984741211,65.4800033569336,79.44000244140625,567.29248046875,115.25,41.38999938964844,74.26000213623047,97.70999908447266,42.849998474121094,48.71500015258789,46.52000045776367,78.56999969482422,38.17599868774414,47.59000015258789
2015-03-10,31.127500534057617,63.7599983215332,77.55000305175781,553.4904174804688,112.55999755859375,40.689998626708984,73.05999755859375,96.29000091552734,42.029998779296875,48.255001068115234,46.09000015258789,77.66999816894531,38.06399917602539,45.84000015258789
2015-03-11,30.559999465942383,63.68000030517578,77.56999969482422,549.6708984375,113.06999969482422,40.099998474121094,73.06999969482422,94.95999908447266,41.97999954223633,47.66999816894531,45.709999084472656,77.77999877929688,38.74800109863281,46.27000045776367
2015-03-12,31.112499237060547,64.94999694824219,78.93000030517578,553.989013671875,116.0999984741211,40.56999969482422,74.94000244140625,96.25,41.02000045776367,48.52000045776367,46.689998626708984,79.30000305175781,38.2140007019043,47.06999969482422
2015-03-13,30.897499084472656,64.5999984741211,78.05000305175781,545.8214721679688,114.81999969482422,39.90999984741211,74.16000366210938,96.3499984741211,41.380001068115234,47.904998779296875,46.64500045776367,79.18000030517578,37.736000061035156,46.65999984741211
2015-03-16,31.237499237060547,66.43000030517578,78.06999969482422,552.9917602539062,116.5,40.290000915527344,75.44000244140625,97.1500015258789,41.560001373291016,48.220001220703125,47.025001525878906,80.48999786376953,39.13999938964844,46.43000030517578
2015-03-17,31.760000228881836,67.55000305175781,79.36499786376953,549.331787109375,115.58000183105469,40.5099983215332,74.56999969482422,96.16999816894531,41.70000076293945,48.27000045776367,47.19499969482422,81.02999877929688,38.94599914550781,46.93000030517578
2015-03-18,32.11750030517578,68.55000305175781,80.91000366210938,557.9680786132812,116.08000183105469,40.599998474121094,74.5199966430664,97.0,42.5,48.755001068115234,47.91999816894531,81.05999755859375,40.141998291015625,47.20000076293945
2015-03-19,31.875,68.87999725341797,82.75,556.4622192382812,115.16000366210938,40.02000045776367,74.55999755859375,95.9800033569336,42.290000915527344,49.15999984741211,48.880001068115234,80.5999984741211,39.130001068115234,47.93000030517578
2015-03-20,31.475000381469727,67.69000244140625,83.80000305175781,558.8257446289062,117.48999786376953,40.650001525878906,75.2300033569336,97.05000305175781,42.880001068115234,50.9900016784668,48.72999954223633,81.30999755859375,39.61600112915039,48.439998626708984
2015-03-23,31.802499771118164,67.66000366210938,84.43000030517578,557.2799682617188,116.06999969482422,40.619998931884766,75.37000274658203,98.62000274658203,42.86000061035156,50.72999954223633,48.685001373291016,81.2300033569336,39.92599868774414,48.459999084472656
2015-03-24,31.672500610351562,67.37000274658203,85.30999755859375,568.6288452148438,116.1500015258789,40.470001220703125,75.61000061035156,99.36000061035156,42.900001525878906,50.32500076293945,48.959999084472656,82.0,40.34400177001953,51.470001220703125
2015-03-25,30.844999313354492,65.77999877929688,82.91999816894531,557.2550659179688,113.68000030517578,40.45000076293945,74.26000213623047,98.13999938964844,41.459999084472656,49.494998931884766,47.8849983215332,81.62000274658203,38.86000061035156,49.5
2015-03-26,31.059999465942383,65.98999786376953,83.01000213623047,553.6499633789062,112.37000274658203,40.349998474121094,72.86000061035156,97.63999938964844,41.209999084472656,49.665000915527344,47.540000915527344,80.44000244140625,38.082000732421875,49.91999816894531
2015-03-27,30.8125,66.55000305175781,83.30000305175781,546.8386840820312,113.86000061035156,40.08000183105469,73.66999816894531,96.95999908447266,40.970001220703125,49.939998626708984,47.53499984741211,81.55999755859375,37.0,50.0099983215332
2015-03-30,31.592500686645508,66.8499984741211,83.19499969482422,550.5185546875,114.62999725341797,40.5099983215332,74.80000305175781,97.87999725341797,40.959999084472656,50.44499969482422,47.9900016784668,82.13999938964844,38.11399841308594,49.88999938964844
2015-03-31,31.107500076293945,66.80999755859375,82.21499633789062,546.4995727539062,113.61000061035156,40.54999923706055,74.38999938964844,97.44000244140625,40.65999984741211,50.165000915527344,47.349998474121094,82.06999969482422,37.75400161743164,50.08000183105469
2015-04-01,31.0625,66.08000183105469,81.66500091552734,541.074462890625,113.12999725341797,40.68000030517578,74.38999938964844,96.29000091552734,40.720001220703125,49.775001525878906,46.5099983215332,82.08999633789062,37.518001556396484,50.470001220703125
2015-04-02,31.329999923706055,66.68000030517578,81.55500030517578,534.063720703125,114.54000091552734,40.68000030517578,74.83999633789062,95.83000183105469,40.290000915527344,49.83000183105469,47.19499969482422,82.66999816894531,38.20000076293945,50.41999816894531
2015-04-06,31.837499618530273,67.94000244140625,82.44000244140625,535.2953491210938,114.94999694824219,41.16999816894531,75.05999755859375,96.27999877929688,41.54999923706055,49.8650016784668,47.2599983215332,83.33999633789062,40.619998931884766,50.84000015258789
2015-04-07,31.502500534057617,68.19999694824219,82.31999969482422,535.5496215820312,114.30000305175781,41.0099983215332,74.11000061035156,96.3499984741211,41.529998779296875,49.80500030517578,47.03499984741211,82.61000061035156,40.650001525878906,52.869998931884766
2015-04-08,31.399999618530273,68.20999908447266,82.2750015258789,540.1270751953125,115.58999633789062,40.88999938964844,74.80999755859375,96.8499984741211,41.41999816894531,50.41999816894531,47.6150016784668,83.13999938964844,41.534000396728516,52.29999923706055
2015-04-09,31.639999389648438,67.73999786376953,82.16999816894531,539.2993774414062,114.56999969482422,41.04999923706055,74.25,96.55000305175781,41.47999954223633,50.36000061035156,47.959999084472656,83.29000091552734,42.018001556396484,52.16999816894531
2015-04-10,31.774999618530273,67.63999938964844,82.04000091552734,538.5314331054688,115.23999786376953,40.880001068115234,74.9000015258789,97.80000305175781,41.720001220703125,49.98500061035156,48.16999816894531,83.56999969482422,42.18000030517578,51.939998626708984
2015-04-13,31.712499618530273,67.08000183105469,83.01000213623047,537.6937866210938,114.44000244140625,40.70000076293945,73.80999755859375,97.44000244140625,41.7599983215332,49.6349983215332,48.5,82.95999908447266,41.95600128173828,51.619998931884766
2015-04-14,31.575000762939453,66.91000366210938,83.51499938964844,528.9378051757812,114.05000305175781,40.5099983215332,73.9800033569336,97.58000183105469,41.650001525878906,49.76499938964844,48.29999923706055,83.05999755859375,41.492000579833984,51.20000076293945
2015-04-15,31.69499969482422,67.20999908447266,82.70500183105469,531.0719604492188,113.44999694824219,40.400001525878906,73.41000366210938,96.44000244140625,42.2599983215332,49.915000915527344,48.13999938964844,81.95999908447266,41.566001892089844,51.29999923706055
2015-04-16,31.542499542236328,67.91000366210938,82.30999755859375,532.3384399414062,113.37000274658203,40.599998474121094,74.08000183105469,95.62999725341797,42.15999984741211,49.95000076293945,48.25,81.91999816894531,41.34000015258789,52.029998779296875
2015-04-17,31.1875,65.80999755859375,80.7750015258789,522.6151733398438,112.0999984741211,40.29999923706055,72.55000305175781,94.87999725341797,41.619998931884766,49.275001525878906,47.619998931884766,80.0199966430664,41.358001708984375,50.65999984741211
2015-04-20,31.899999618530273,66.9000015258789,83.08999633789062,533.9141235351562,112.86000061035156,40.65999984741211,72.62999725341797,96.18000030517578,42.90999984741211,49.994998931884766,47.970001220703125,80.93000030517578,41.05400085449219,51.400001525878906
2015-04-21,31.727500915527344,67.37999725341797,83.62000274658203,532.5079956054688,113.16999816894531,40.779998779296875,73.23999786376953,94.87000274658203,42.63999938964844,50.14500045776367,48.369998931884766,81.25,41.88199996948242,51.31999969482422
2015-04-22,32.154998779296875,67.70999908447266,84.62999725341797,537.8882446289062,112.98999786376953,41.310001373291016,73.06999969482422,97.83999633789062,42.9900016784668,50.07500076293945,48.34000015258789,81.33999633789062,43.88800048828125,51.72999954223633
2015-04-23,32.41749954223633,68.47000122070312,82.41000366210938,545.5023193359375,113.95999908447266,40.95000076293945,73.37000274658203,97.0,43.34000015258789,50.55500030517578,49.43000030517578,81.93000030517578,43.720001220703125,51.40999984741211
2015-04-24,32.56999969482422,67.83000183105469,81.52999877929688,563.5128784179688,113.69999694824219,40.88999938964844,73.16000366210938,98.73999786376953,47.869998931884766,50.474998474121094,51.84000015258789,82.69999694824219,43.68600082397461,50.81999969482422
2015-04-27,33.162498474121094,67.83999633789062,81.91000366210938,555.3699951171875,111.38999938964844,40.83000183105469,71.83999633789062,96.44000244140625,48.029998779296875,50.470001220703125,50.869998931884766,81.37999725341797,46.310001373291016,51.65999984741211
2015-04-28,32.63999938964844,66.88999938964844,80.68000030517578,553.6799926757812,110.58000183105469,40.77000045776367,71.73999786376953,96.83000183105469,49.15999984741211,49.93000030517578,50.61000061035156,81.51000213623047,46.09600067138672,42.27000045776367
2015-04-29,32.15999984741211,74.6500015258789,80.46499633789062,549.0800170898438,108.70999908447266,40.4900016784668,70.44000244140625,97.0199966430664,49.060001373291016,50.084999084472656,50.650001525878906,78.87000274658203,46.4900016784668,38.4900016784668
2015-04-30,31.287500381469727,72.81999969482422,78.7699966430664,537.3400268554688,106.9800033569336,40.560001373291016,68.86000061035156,96.55000305175781,48.63999938964844,49.41999816894531,49.58000183105469,78.83000183105469,45.209999084472656,38.959999084472656
2015-05-01,32.23749923706055,73.36000061035156,78.98999786376953,537.9000244140625,109.55000305175781,40.90999984741211,70.69999694824219,97.80000305175781,48.65999984741211,50.38999938964844,50.290000915527344,79.6500015258789,45.20600128173828,37.84000015258789
2015-05-04,32.17499923706055,71.5999984741211,78.80999755859375,540.780029296875,110.05999755859375,40.959999084472656,71.25,96.12999725341797,48.2400016784668,50.415000915527344,50.45000076293945,80.18000030517578,46.10200119018555,37.880001068115234
2015-05-05,31.450000762939453,72.75,77.55999755859375,530.7999877929688,108.05999755859375,40.75,70.43000030517578,96.12999725341797,47.599998474121094,50.209999084472656,49.40999984741211,78.97000122070312,46.59000015258789,37.41999816894531
2015-05-06,31.252500534057617,73.79000091552734,78.0999984741211,524.219970703125,108.30999755859375,40.65999984741211,70.7699966430664,96.38999938964844,46.279998779296875,50.11000061035156,48.93000030517578,79.12000274658203,46.08599853515625,37.2599983215332
2015-05-07,31.315000534057617,74.5199966430664,78.42500305175781,530.7000122070312,110.04000091552734,40.70000076293945,72.29000091552734,96.77999877929688,46.70000076293945,50.724998474121094,49.349998474121094,80.11000061035156,47.36000061035156,37.709999084472656
2015-05-08,31.905000686645508,72.4000015258789,78.51000213623047,538.219970703125,112.47000122070312,40.97999954223633,73.26000213623047,98.2300033569336,47.75,51.220001220703125,49.779998779296875,80.73999786376953,47.321998596191406,37.59000015258789
2015-05-11,31.579999923706055,71.19999694824219,78.01000213623047,535.7000122070312,111.9000015258789,40.939998626708984,73.22000122070312,97.51000213623047,47.369998931884766,51.39500045776367,49.5,80.61000061035156,47.89799880981445,37.310001373291016
2015-05-12,31.467500686645508,71.7699966430664,77.45999908447266,529.0399780273438,112.5199966430664,40.689998626708984,73.66999816894531,97.94999694824219,47.349998474121094,51.185001373291016,49.709999084472656,80.80999755859375,48.948001861572266,37.47999954223633
2015-05-13,31.502500534057617,71.79000091552734,78.44000244140625,529.6199951171875,111.19000244140625,41.04999923706055,73.11000061035156,97.3499984741211,47.630001068115234,51.08000183105469,49.59000015258789,79.80999755859375,48.63600158691406,37.720001220703125
2015-05-14,32.23749923706055,72.87999725341797,81.37000274658203,538.4000244140625,111.94000244140625,41.5,72.26000213623047,97.70999908447266,48.720001220703125,51.720001220703125,50.560001373291016,77.26000213623047,48.81999969482422,37.33000183105469
2015-05-15,32.192501068115234,72.4000015258789,80.41999816894531,533.8499755859375,113.3499984741211,41.52000045776367,73.08999633789062,98.04000091552734,48.29999923706055,52.4900016784668,50.79999923706055,78.52999877929688,49.768001556396484,37.099998474121094
2015-05-18,32.54750061035156,72.80000305175781,80.87999725341797,532.2999877929688,114.33000183105469,41.31999969482422,73.05999755859375,98.0199966430664,48.0099983215332,52.375,51.18000030517578,78.36000061035156,49.75,37.279998779296875
2015-05-19,32.51750183105469,71.4800033569336,80.62999725341797,537.3599853515625,112.33999633789062,41.310001373291016,71.83000183105469,100.68000030517578,47.58000183105469,52.31999969482422,51.41999816894531,77.91999816894531,49.428001403808594,37.5
2015-05-20,32.51499938964844,70.16000366210938,80.55000305175781,539.27001953125,112.0999984741211,41.349998474121094,68.5,100.11000061035156,47.58000183105469,52.30500030517578,51.029998779296875,78.18000030517578,48.869998931884766,36.779998779296875
2015-05-21,32.84749984741211,72.91000366210938,80.4800033569336,542.510009765625,112.01000213623047,41.22999954223633,68.72000122070312,99.27999877929688,47.41999816894531,52.20000076293945,51.33000183105469,79.38999938964844,49.124000549316406,36.68000030517578
2015-05-22,33.1349983215332,75.01000213623047,80.54000091552734,540.1099853515625,112.16000366210938,41.209999084472656,69.54000091552734,98.98999786376953,46.900001525878906,52.21500015258789,51.47999954223633,79.29000091552734,49.54600143432617,36.599998474121094
2015-05-26,32.404998779296875,73.56999969482422,79.33499908447266,532.3200073242188,110.93000030517578,40.9900016784668,69.58000183105469,98.45999908447266,46.59000015258789,51.709999084472656,50.84000015258789,79.08000183105469,49.492000579833984,36.5099983215332
2015-05-27,33.0099983215332,73.94999694824219,80.55000305175781,539.7899780273438,112.16000366210938,41.119998931884766,70.72000122070312,98.66000366210938,47.61000061035156,51.41999816894531,51.59000015258789,80.30000305175781,49.486000061035156,36.40999984741211
2015-05-28,32.94499969482422,72.68000030517578,80.1449966430664,539.780029296875,112.19000244140625,41.13999938964844,70.44999694824219,96.4800033569336,47.45000076293945,51.150001525878906,51.810001373291016,80.05000305175781,50.290000915527344,36.83000183105469
2015-05-29,32.56999969482422,72.75,79.19000244140625,532.1099853515625,111.41999816894531,40.959999084472656,69.9800033569336,95.93000030517578,46.86000061035156,50.834999084472656,51.959999084472656,79.31999969482422,50.15999984741211,36.66999816894531
2015-06-01,32.6349983215332,73.0999984741211,80.29000091552734,533.989990234375,111.66999816894531,40.939998626708984,70.13999938964844,96.22000122070312,47.22999954223633,50.880001068115234,52.220001220703125,79.51000213623047,49.88999938964844,36.630001068115234
2015-06-02,32.4900016784668,72.9000015258789,80.44499969482422,539.1799926757812,111.58999633789062,40.9900016784668,70.1500015258789,96.29000091552734,46.91999816894531,51.05500030517578,51.72999954223633,80.0,49.66999816894531,36.400001525878906
2015-06-03,32.529998779296875,73.47000122070312,82.44000244140625,540.3099975585938,113.16000366210938,40.869998931884766,70.6500015258789,96.5199966430664,46.849998474121094,51.255001068115234,52.119998931884766,80.33999633789062,49.79800033569336,37.0
2015-06-04,32.34000015258789,72.20999908447266,82.05000305175781,536.7000122070312,111.45999908447266,40.59000015258789,70.13999938964844,96.30999755859375,46.36000061035156,50.974998474121094,51.720001220703125,79.95999908447266,49.183998107910156,36.709999084472656
2015-06-05,32.162498474121094,73.55000305175781,82.13999938964844,533.3300170898438,110.37000274658203,40.099998474121094,69.79000091552734,95.54000091552734,46.13999938964844,51.01499938964844,52.189998626708984,79.19999694824219,49.827999114990234,37.0
2015-06-08,31.950000762939453,71.83999633789062,80.66999816894531,526.8300170898438,109.93000030517578,40.15999984741211,68.68000030517578,95.31999969482422,45.72999954223633,50.720001220703125,51.529998779296875,78.88999938964844,51.257999420166016,36.459999084472656
2015-06-09,31.854999542236328,71.76000213623047,80.66999816894531,526.6900024414062,109.52999877929688,40.20000076293945,68.52999877929688,94.7300033569336,45.650001525878906,50.67499923706055,51.540000915527344,78.9000015258789,51.20000076293945,35.880001068115234
2015-06-10,32.220001220703125,73.02999877929688,82.16000366210938,536.6900024414062,110.9800033569336,40.33000183105469,69.16999816894531,95.30000305175781,46.61000061035156,51.66999816894531,52.689998626708984,79.66999816894531,50.13999938964844,35.849998474121094
2015-06-11,32.147499084472656,72.4000015258789,81.83000183105469,534.6099853515625,111.29000091552734,40.099998474121094,69.04000091552734,95.58999633789062,46.439998626708984,51.939998626708984,52.4900016784668,80.06999969482422,50.28200149536133,35.84000015258789
2015-06-12,31.792499542236328,71.7699966430664,81.52999877929688,532.3300170898438,110.5999984741211,39.959999084472656,69.02999877929688,95.05999755859375,45.970001220703125,51.88999938964844,52.630001068115234,79.47000122070312,50.13800048828125,35.900001525878906
2015-06-15,31.729999542236328,72.55999755859375,80.70999908447266,527.2000122070312,110.01000213623047,39.59000015258789,69.11000061035156,94.30000305175781,45.47999954223633,51.67499923706055,52.27000045776367,80.44999694824219,50.07600021362305,34.66999816894531
2015-06-16,31.899999618530273,73.4000015258789,81.05999755859375,528.1500244140625,110.2300033569336,40.08000183105469,69.4000015258789,94.62999725341797,45.83000183105469,52.279998779296875,52.970001220703125,80.97000122070312,50.624000549316406,34.81999969482422
2015-06-17,31.825000762939453,74.41999816894531,81.79000091552734,529.260009765625,110.47000122070312,40.27000045776367,69.66999816894531,95.22000122070312,45.970001220703125,52.375,53.2400016784668,82.0999984741211,52.082000732421875,34.689998626708984
2015-06-18,31.969999313354492,75.70999908447266,82.90499877929688,536.72998046875,111.8499984741211,40.650001525878906,70.1500015258789,96.16999816894531,46.720001220703125,53.0,54.11000061035156,83.19000244140625,52.37799835205078,34.65999984741211
2015-06-19,31.649999618530273,75.0,82.51000213623047,536.6900024414062,112.43000030517578,40.400001525878906,69.98999786376953,96.08000183105469,46.099998474121094,53.26499938964844,53.93000030517578,83.3499984741211,52.50199890136719,35.86000061035156
2015-06-22,31.90250015258789,74.77999877929688,84.73999786376953,538.1900024414062,113.06999969482422,40.47999954223633,70.29000091552734,96.87000274658203,46.22999954223633,53.39500045776367,53.900001525878906,84.2300033569336,51.95800018310547,35.54999923706055
2015-06-23,31.75749969482422,74.19999694824219,87.87999725341797,540.47998046875,113.18000030517578,40.380001068115234,70.5999984741211,97.18000030517578,45.90999984741211,53.599998474121094,54.119998931884766,84.76000213623047,53.534000396728516,35.369998931884766
